Woonplaats,State,StateFull,Constellation,Bloodtype,Pounds,Kilograms,FeetInches,Centimeters,Gender
Rotterdam,ZH,Zuid-Holland,Gemini,B+,115.1,52.3,"5' 1""",155,female
Ureterp,FR,Friesland,Gemini,A+,208.8,94.9,"5' 7""",170,male
Den Haag,ZH,Zuid-Holland,Taurus,O+,160.4,72.9,"5' 6""",168,female
Boekel,NB,Noord-Brabant,Leo,A+,165,75,"6' 0""",183,male
Bunnik,UT,Utrecht,Aries,O+,171.8,78.1,"5' 8""",173,male
Middenmeer,NH,Noord-Holland,Virgo,B-,143,65,"5' 8""",172,female
Ritthem,ZE,Zeeland,Sagittarius,B+,113.3,51.5,"5' 9""",174,female
Almere,FL,Flevoland,Scorpio,B-,184.1,83.7,"5' 2""",157,female
Bilthoven,UT,Utrecht,Scorpio,B+,186.3,84.7,"5' 9""",174,male
Oude Pekela,GR,Groningen,Capricorn,O+,173.1,78.7,"6' 3""",190,male
Rotterdam,ZH,Zuid-Holland,Virgo,AB+,200.9,91.3,"5' 10""",178,male
Roelofarendsveen,ZH,Zuid-Holland,Libra,O+,145.2,66,"5' 11""",180,male
Goor,OV,Overijssel,Virgo,A+,206.8,94,"5' 6""",168,male
Rijswijk,NB,Noord-Brabant,Taurus,B+,212.3,96.5,"5' 6""",167,female
Soest,UT,Utrecht,Cancer,A+,175.6,79.8,"6' 0""",182,male
Amsterdam,NH,Noord-Holland,Gemini,O+,130.7,59.4,"5' 8""",172,male
Zuidwolde,DR,Drenthe,Sagittarius,O+,182.2,82.8,"5' 2""",158,female
Zandvoort,NH,Noord-Holland,Gemini,B+,130.7,59.4,"5' 3""",160,female
Someren,NB,Noord-Brabant,Gemini,O+,221.3,100.6,"5' 2""",158,female
Veenendaal,UT,Utrecht,Aries,O+,117,53.2,"5' 1""",156,female
Dordrecht,ZH,Zuid-Holland,Scorpio,A+,229.5,104.3,"5' 1""",155,female
Krimpen aan de Lek,ZH,Zuid-Holland,Capricorn,O+,166.5,75.7,"5' 5""",166,female
Leidschendam,ZH,Zuid-Holland,Virgo,A+,147.6,67.1,"5' 4""",162,female
Rotterdam,ZH,Zuid-Holland,Taurus,A+,247.7,112.6,"5' 9""",174,male
Meterik,LI,Limburg,Aries,B+,249.5,113.4,"5' 10""",178,male
Berkel-Enschot,NB,Noord-Brabant,Scorpio,B+,219.1,99.6,"5' 8""",173,male
Ulft,GE,Gelderland,Libra,O+,122.1,55.5,"5' 9""",175,female
Leiden,ZH,Zuid-Holland,Virgo,B+,184.4,83.8,"5' 7""",170,male
Rijswijk,ZH,Zuid-Holland,Virgo,B+,136,61.8,"5' 8""",172,female
Sambeek,NB,Noord-Brabant,Capricorn,A+,157.3,71.5,"5' 7""",170,male
Groningen,GR,Groningen,Libra,B+,250.8,114,"6' 1""",185,male
Valkenburg,LI,Limburg,Leo,O+,216,98.2,"5' 0""",152,female
Heiloo,NH,Noord-Holland,Taurus,O+,238.3,108.3,"5' 9""",175,male
Lieren,GE,Gelderland,Taurus,O+,214.3,97.4,"5' 4""",162,female
Hoogvliet,ZH,Zuid-Holland,Pisces,AB+,169.6,77.1,"5' 6""",168,male
Amsterdam,NH,Noord-Holland,Scorpio,A+,134.2,61,"5' 7""",171,female
Roden,DR,Drenthe,Pisces,B+,171.8,78.1,"5' 2""",158,female
Lichtenvoorde,GE,Gelderland,Gemini,O+,181.7,82.6,"5' 4""",163,male
Den Haag,ZH,Zuid-Holland,Gemini,AB-,128.5,58.4,"5' 7""",170,female
Eindhoven,NB,Noord-Brabant,Aries,AB+,205,93.2,"5' 5""",166,female
Groningen,GR,Groningen,Aries,B+,235.6,107.1,"5' 10""",178,male
Nijmegen,GE,Gelderland,Aquarius,O+,192.5,87.5,"6' 0""",183,male
Nieuwegein,UT,Utrecht,Virgo,B+,185.2,84.2,"5' 6""",167,male
De Bilt,UT,Utrecht,Capricorn,AB+,146.7,66.7,"6' 1""",186,male
Zaandam,NH,Noord-Holland,Sagittarius,A+,160.6,73,"5' 10""",177,male
Rosmalen,NB,Noord-Brabant,Capricorn,B+,122.5,55.7,"5' 6""",168,female
Delft,ZH,Zuid-Holland,Scorpio,A-,201.5,91.6,"5' 5""",164,male
Rotterdam,ZH,Zuid-Holland,Virgo,O+,111.1,50.5,"5' 3""",161,female
Harderwijk,GE,Gelderland,Taurus,A+,175.8,79.9,"5' 6""",167,female
Haarlem,NH,Noord-Holland,Aquarius,A+,225.3,102.4,"5' 7""",171,male
Tilburg,NB,Noord-Brabant,Aquarius,B+,149.6,68,"6' 0""",182,male
Dronten,FL,Flevoland,Aquarius,O+,154.9,70.4,"5' 5""",166,female
Brunssum,LI,Limburg,Pisces,B+,195.1,88.7,"6' 2""",189,male
Castricum,NH,Noord-Holland,Cancer,O+,182.8,83.1,"5' 1""",156,female
Eindhoven,NB,Noord-Brabant,Sagittarius,O+,199.3,90.6,"5' 10""",178,male
Groningen,GR,Groningen,Aquarius,O+,206.4,93.8,"6' 2""",189,male
Huizen,NH,Noord-Holland,Taurus,A+,163.5,74.3,"5' 7""",170,male
Pijnacker,ZH,Zuid-Holland,Taurus,B+,147.4,67,"5' 6""",168,female
Wageningen,GE,Gelderland,Aquarius,B+,156.2,71,"5' 4""",162,female
Weesp,NH,Noord-Holland,Libra,A+,119.9,54.5,"5' 8""",173,female
Rohel,FR,Friesland,Scorpio,A+,147,66.8,"6' 0""",183,male
Hengelo,GE,Gelderland,Gemini,A+,159.7,72.6,"6' 0""",184,male
Zuidwolde,DR,Drenthe,Aquarius,O+,190.7,86.7,"5' 5""",166,male
De Steeg,GE,Gelderland,Taurus,O+,229.9,104.5,"5' 8""",172,female
Pernis,ZH,Zuid-Holland,Virgo,B+,171.8,78.1,"5' 9""",174,male
Oldemarkt,OV,Overijssel,Aquarius,A+,192.5,87.5,"5' 10""",179,male
Gorinchem,ZH,Zuid-Holland,Virgo,O+,191.6,87.1,"5' 3""",160,female
Schiedam,ZH,Zuid-Holland,Scorpio,A+,178,80.9,"5' 5""",164,female
IJmuiden,NH,Noord-Holland,Pisces,O+,154.2,70.1,"5' 8""",173,male
Venlo,LI,Limburg,Aries,O+,224.6,102.1,"5' 1""",155,female
Amsterdam,NH,Noord-Holland,Gemini,O+,200.2,91,"6' 1""",185,male
Heiloo,NH,Noord-Holland,Leo,O+,242.9,110.4,"5' 10""",178,male
Strijen,ZH,Zuid-Holland,Aries,O+,139,63.2,"5' 3""",161,female
Losdorp,GR,Groningen,Aries,O+,178.2,81,"5' 4""",162,female
Woerden,UT,Utrecht,Aries,B+,233.2,106,"5' 8""",172,male
Rotterdam,ZH,Zuid-Holland,Scorpio,AB+,179.7,81.7,"5' 9""",175,male
Sleeuwijk,NB,Noord-Brabant,Taurus,A+,172,78.2,"6' 1""",185,male
Nieuwegein,UT,Utrecht,Leo,B+,174.9,79.5,"5' 11""",181,male
Winterswijk,GE,Gelderland,Virgo,O-,192.7,87.6,"5' 7""",171,male
Amsterdam,NH,Noord-Holland,Libra,A+,143.4,65.2,"5' 1""",156,female
Hoogvliet,ZH,Zuid-Holland,Aries,B+,152.7,69.4,"5' 6""",167,male
Tijnje,FR,Friesland,Scorpio,O+,175.8,79.9,"5' 7""",171,male
Genemuiden,OV,Overijssel,Sagittarius,O+,138.2,62.8,"4' 11""",151,female
Eext,DR,Drenthe,Gemini,O-,161.9,73.6,"6' 0""",183,male
Apeldoorn,GE,Gelderland,Aquarius,O+,178,80.9,"5' 7""",169,male
Amsterdam,NH,Noord-Holland,Libra,B+,189.4,86.1,"5' 4""",162,female
Oeffelt,NB,Noord-Brabant,Libra,O+,186.8,84.9,"5' 11""",181,male
Putten,GE,Gelderland,Pisces,O+,221.8,100.8,"5' 2""",157,female
Lelystad,FL,Flevoland,Sagittarius,A+,142.1,64.6,"6' 1""",185,male
Amsterdam,NH,Noord-Holland,Libra,O+,166.5,75.7,"5' 9""",176,male
Oss,NB,Noord-Brabant,Scorpio,A+,183.7,83.5,"5' 10""",177,male
Maarn,UT,Utrecht,Aquarius,O+,121.7,55.3,"5' 5""",164,female
Maastricht,LI,Limburg,Pisces,B+,163.7,74.4,"5' 4""",163,female
Meerlo,LI,Limburg,Virgo,O+,138.8,63.1,"5' 1""",156,female
Monster,ZH,Zuid-Holland,Aquarius,B+,208.6,94.8,"5' 8""",173,male
Doetinchem,GE,Gelderland,Scorpio,A+,211.2,96,"5' 3""",161,female
Overdinkel,OV,Overijssel,Aquarius,AB+,138.2,62.8,"6' 1""",185,male
Ruinerwold,DR,Drenthe,Leo,O+,114.6,52.1,"5' 1""",154,female
Almere,FL,Flevoland,Leo,B+,145.4,66.1,"5' 7""",170,female
Groningen,GR,Groningen,Pisces,A+,175.1,79.6,"5' 11""",180,male
Amstelveen,NH,Noord-Holland,Libra,O+,154.2,70.1,"6' 2""",187,male
Schiedam,ZH,Zuid-Holland,Scorpio,A+,182.4,82.9,"6' 0""",183,male
Breda,NB,Noord-Brabant,Aquarius,O+,196.2,89.2,"5' 5""",165,female
Woudenberg,UT,Utrecht,Leo,A+,164.8,74.9,"5' 7""",170,male
Spijkenisse,ZH,Zuid-Holland,Pisces,A+,141.5,64.3,"5' 7""",171,female
Oss,NB,Noord-Brabant,Leo,A+,190.5,86.6,"6' 1""",185,male
Oudenbosch,NB,Noord-Brabant,Sagittarius,B-,199.5,90.7,"5' 7""",171,female
Kampen,OV,Overijssel,Scorpio,AB+,194.3,88.3,"5' 1""",154,female
Den Haag,ZH,Zuid-Holland,Libra,O+,138.6,63,"6' 1""",185,male
Dalfsen,OV,Overijssel,Capricorn,B+,228.4,103.8,"6' 0""",184,male
Rotterdam,ZH,Zuid-Holland,Cancer,B+,157.7,71.7,"5' 2""",158,female
Maarn,UT,Utrecht,Leo,O+,142.1,64.6,"5' 8""",173,female
Haarlem,NH,Noord-Holland,Pisces,A+,189.2,86,"5' 4""",162,female
Zoetermeer,ZH,Zuid-Holland,Libra,O+,123.4,56.1,"5' 5""",164,female
Veendam,GR,Groningen,Aries,O+,182.6,83,"5' 6""",168,male
Sliedrecht,ZH,Zuid-Holland,Pisces,A+,196.5,89.3,"6' 0""",183,male
Kloosterzande,ZE,Zeeland,Leo,B+,244.6,111.2,"5' 9""",176,male
Scherpenisse,ZE,Zeeland,Virgo,O+,144.8,65.8,"5' 8""",172,male
Tilburg,NB,Noord-Brabant,Virgo,A+,136,61.8,"5' 4""",163,female
Schaijk,NB,Noord-Brabant,Taurus,AB+,191.8,87.2,"5' 2""",158,female
Haarlem,NH,Noord-Holland,Gemini,A-,196,89.1,"5' 2""",157,female
Zoutelande,ZE,Zeeland,Virgo,O+,213.4,97,"5' 4""",163,male
Bennebroek,NH,Noord-Holland,Aquarius,B+,211.6,96.2,"5' 7""",169,male
Leeuwarden,FR,Friesland,Scorpio,O+,189.2,86,"5' 8""",173,female
Hilversum,NH,Noord-Holland,Aquarius,B+,113.1,51.4,"5' 7""",169,female
Capelle aan den IJssel,ZH,Zuid-Holland,Taurus,O-,190.1,86.4,"6' 0""",182,male
Ridderkerk,ZH,Zuid-Holland,Aries,B+,160.6,73,"6' 0""",182,male
Zoetermeer,ZH,Zuid-Holland,Gemini,O+,230.8,104.9,"6' 1""",186,male
Alphen,GE,Gelderland,Pisces,B+,156.2,71,"5' 5""",164,male
Wijchen,GE,Gelderland,Leo,A-,132,60,"5' 1""",155,female
Waspik,NB,Noord-Brabant,Gemini,B+,237.6,108,"5' 8""",172,male
Den Haag,ZH,Zuid-Holland,Sagittarius,B+,155.8,70.8,"5' 10""",177,male
Nieuw Vennep,NH,Noord-Holland,Libra,O+,207.7,94.4,"5' 4""",163,male
Gouda,ZH,Zuid-Holland,Taurus,A+,121.2,55.1,"5' 4""",163,female
Bosch en Duin,UT,Utrecht,Aries,B+,231.7,105.3,"5' 9""",174,male
Krommenie,NH,Noord-Holland,Sagittarius,A+,126.9,57.7,"5' 9""",174,male
Zeeland,NB,Noord-Brabant,Aquarius,O+,253.2,115.1,"5' 6""",167,male
Herkingen,ZH,Zuid-Holland,Aquarius,O+,211.9,96.3,"5' 8""",172,male
Heilig Landstichting,GE,Gelderland,Libra,B+,218.2,99.2,"5' 5""",166,female
Hardenberg,OV,Overijssel,Capricorn,A+,213.2,96.9,"5' 8""",172,male
Assen,DR,Drenthe,Cancer,A+,109.1,49.6,"5' 6""",167,female
Kerkrade,LI,Limburg,Capricorn,O+,166.1,75.5,"5' 1""",156,female
Oosterwolde,FR,Friesland,Aquarius,A+,159.5,72.5,"5' 5""",165,male
Den Haag,ZH,Zuid-Holland,Cancer,O+,141.2,64.2,"5' 5""",164,male
Nieuwe Niedorp,NH,Noord-Holland,Sagittarius,O+,212.1,96.4,"5' 7""",170,male
Landgraaf,LI,Limburg,Gemini,B+,144.5,65.7,"5' 7""",171,female
Zieuwent,GE,Gelderland,Scorpio,O-,236.1,107.3,"5' 4""",163,female
Purmerend,NH,Noord-Holland,Pisces,O+,213.6,97.1,"5' 1""",154,female
Scharendijke,ZE,Zeeland,Aries,AB+,182.6,83,"5' 3""",161,female
Schore,ZE,Zeeland,Leo,B+,210.8,95.8,"5' 3""",161,female
Breda,NB,Noord-Brabant,Taurus,AB+,110.4,50.2,"5' 1""",156,female
Eindhoven,NB,Noord-Brabant,Sagittarius,B-,154.7,70.3,"5' 5""",165,female
Driebergen-Rijsenburg,UT,Utrecht,Libra,AB+,138.4,62.9,"5' 1""",155,female
Ridderkerk,ZH,Zuid-Holland,Sagittarius,B+,182.8,83.1,"5' 1""",155,female
Amsterdam,NH,Noord-Holland,Taurus,A+,212.1,96.4,"5' 11""",180,male
Roosendaal,NB,Noord-Brabant,Sagittarius,O+,154.7,70.3,"5' 5""",165,female
Alblasserdam,ZH,Zuid-Holland,Taurus,O+,189.9,86.3,"5' 9""",176,male
Hoofddorp,NH,Noord-Holland,Leo,O+,173.8,79,"5' 3""",159,female
Haarlem,NH,Noord-Holland,Cancer,O+,221.8,100.8,"6' 0""",184,male
Valkenburg,LI,Limburg,Aries,O+,211,95.9,"6' 2""",188,male
Utrecht,UT,Utrecht,Sagittarius,B+,203.1,92.3,"5' 6""",168,male
Deventer,OV,Overijssel,Pisces,A+,172.7,78.5,"5' 8""",173,male
Leimuiden,ZH,Zuid-Holland,Pisces,O+,106.9,48.6,"5' 3""",159,female
Obbicht,LI,Limburg,Pisces,B+,181.5,82.5,"5' 9""",174,male
Enschede,OV,Overijssel,Pisces,O+,229.2,104.2,"5' 5""",166,male
Amsterdam,NH,Noord-Holland,Aquarius,A+,225.7,102.6,"5' 9""",174,male
Zevenbergen,NB,Noord-Brabant,Sagittarius,B+,249.9,113.6,"5' 9""",174,male
Oudenbosch,NB,Noord-Brabant,Aquarius,A+,141.5,64.3,"5' 11""",181,male
Zeeland,NB,Noord-Brabant,Pisces,O+,150.3,68.3,"6' 0""",183,male
Goudriaan,ZH,Zuid-Holland,Aquarius,O+,144.3,65.6,"5' 7""",170,male
Ermelo,GE,Gelderland,Taurus,O+,228.8,104,"5' 10""",177,male
Halsteren,NB,Noord-Brabant,Aquarius,O+,159.1,72.3,"5' 8""",173,male
Gieten,DR,Drenthe,Gemini,O+,202.2,91.9,"5' 11""",180,male
Wieringerwerf,NH,Noord-Holland,Taurus,O+,140.6,63.9,"5' 7""",171,female
Vlaardingen,ZH,Zuid-Holland,Taurus,A+,153.8,69.9,"5' 7""",170,female
Drachten,FR,Friesland,Taurus,O-,123.9,56.3,"5' 7""",171,female
Katwijk,ZH,Zuid-Holland,Capricorn,AB+,123,55.9,"5' 5""",165,female
Leek,GR,Groningen,Gemini,B+,166.5,75.7,"6' 0""",184,male
Montfoort,UT,Utrecht,Virgo,O+,119.2,54.2,"5' 5""",164,female
Eindhoven,NB,Noord-Brabant,Gemini,A+,190.1,86.4,"5' 9""",176,male
Wassenaar,ZH,Zuid-Holland,Aquarius,O+,138.8,63.1,"6' 1""",186,male
Nieuwegein,UT,Utrecht,Virgo,O+,249.9,113.6,"6' 2""",188,male
Enschede,OV,Overijssel,Capricorn,O+,190.5,86.6,"5' 5""",164,female
Bunnik,UT,Utrecht,Leo,A-,207.9,94.5,"5' 1""",155,female
Amstelveen,NH,Noord-Holland,Taurus,O-,157.1,71.4,"6' 0""",182,male
Heemskerk,NH,Noord-Holland,Aries,B+,198.2,90.1,"5' 7""",171,female
Saasveld,OV,Overijssel,Capricorn,O+,175.6,79.8,"5' 6""",168,female
Emmeloord,FL,Flevoland,Aquarius,B+,128.7,58.5,"5' 4""",163,female
Wijdenes,NH,Noord-Holland,Capricorn,AB+,164.1,74.6,"5' 6""",168,female
Kampen,OV,Overijssel,Scorpio,A+,246,111.8,"6' 1""",185,male
s-Hertogenbosch,NB,Noord-Brabant,Scorpio,B+,205.5,93.4,"5' 6""",168,female
Heesch,NB,Noord-Brabant,Virgo,A+,190.3,86.5,"5' 7""",169,female
Den Haag,ZH,Zuid-Holland,Scorpio,A+,168.5,76.6,"5' 4""",163,female
Alphen aan den Rijn,ZH,Zuid-Holland,Scorpio,A+,212.7,96.7,"5' 1""",154,female
Amsterdam,NH,Noord-Holland,Libra,A-,235.2,106.9,"6' 0""",183,male
Peize,DR,Drenthe,Scorpio,O-,254.5,115.7,"5' 11""",180,male
Bodegraven,ZH,Zuid-Holland,Gemini,B+,142.6,64.8,"5' 11""",181,male
Zuid-Scharwoude,NH,Noord-Holland,Scorpio,O+,244.4,111.1,"5' 7""",171,male
Amstelveen,NH,Noord-Holland,Leo,O-,190.3,86.5,"5' 5""",164,female
Bilthoven,UT,Utrecht,Virgo,AB+,199.1,90.5,"5' 5""",164,male
Hoogerheide,NB,Noord-Brabant,Gemini,O-,181.7,82.6,"5' 5""",165,female
Delft,ZH,Zuid-Holland,Sagittarius,A+,139.3,63.3,"6' 0""",183,male
Utrecht,UT,Utrecht,Libra,A+,217.1,98.7,"5' 5""",166,female
Geertruidenberg,NB,Noord-Brabant,Taurus,A+,153.6,69.8,"5' 5""",165,male
Enschede,OV,Overijssel,Libra,B+,219.6,99.8,"5' 1""",155,female
Borne,OV,Overijssel,Sagittarius,O+,188.1,85.5,"5' 1""",156,female
Purmerend,NH,Noord-Holland,Leo,A+,137.3,62.4,"6' 0""",184,male
Alteveer,GR,Groningen,Cancer,O+,152.2,69.2,"5' 7""",171,male
Zwolle,OV,Overijssel,Cancer,A+,143.7,65.3,"5' 11""",181,male
Groningen,GR,Groningen,Scorpio,A+,224.6,102.1,"6' 0""",182,male
Groningen,GR,Groningen,Scorpio,O+,142.6,64.8,"5' 3""",159,female
Amersfoort,UT,Utrecht,Capricorn,O+,233.2,106,"5' 11""",180,male
Valkenswaard,NB,Noord-Brabant,Sagittarius,A+,208.6,94.8,"5' 2""",157,female
Bussum,NH,Noord-Holland,Virgo,O+,168.7,76.7,"5' 4""",162,female
Emmen,DR,Drenthe,Sagittarius,B+,202.2,91.9,"6' 0""",182,male
Den Haag,ZH,Zuid-Holland,Taurus,A+,140.4,63.8,"5' 3""",161,female
Kapelle,ZE,Zeeland,Scorpio,O+,222.4,101.1,"5' 8""",172,male
Langbroek,UT,Utrecht,Aries,A+,176.9,80.4,"5' 9""",175,male
Hazerswoude Rijndijk,ZH,Zuid-Holland,Pisces,O+,160.8,73.1,"5' 10""",177,male
Huissen,GE,Gelderland,Cancer,O+,180.4,82,"5' 10""",178,male
Zeist,UT,Utrecht,Capricorn,O+,216.5,98.4,"5' 7""",169,male
Burgh-Haamstede,ZE,Zeeland,Aquarius,O+,189.6,86.2,"5' 10""",177,male
Sleeuwijk,NB,Noord-Brabant,Pisces,O+,164.6,74.8,"5' 2""",157,female
Roosendaal,NB,Noord-Brabant,Aries,O+,154.4,70.2,"5' 5""",166,female
Vaals,LI,Limburg,Taurus,B+,234.1,106.4,"5' 11""",181,male
Brunssum,LI,Limburg,Cancer,B+,179.3,81.5,"5' 5""",164,male
Kerkwijk,GE,Gelderland,Taurus,O+,169,76.8,"5' 8""",172,female
Oegstgeest,ZH,Zuid-Holland,Pisces,O+,220.4,100.2,"6' 1""",185,male
Breukelen,UT,Utrecht,Gemini,O+,191.8,87.2,"5' 6""",168,female
Bergen op Zoom,NB,Noord-Brabant,Gemini,A+,199.5,90.7,"5' 8""",173,female
Huissen,GE,Gelderland,Aries,O+,181.7,82.6,"5' 8""",173,female
Emmen,DR,Drenthe,Taurus,O-,217.8,99,"5' 1""",155,female
Schiedam,ZH,Zuid-Holland,Sagittarius,A+,116.4,52.9,"5' 8""",173,female
Elst,GE,Gelderland,Pisces,B+,149.4,67.9,"5' 7""",170,male
Zaandam,NH,Noord-Holland,Leo,B+,197.6,89.8,"5' 3""",160,female
Goes,ZE,Zeeland,Scorpio,O+,153.1,69.6,"5' 6""",168,female
Erp,NB,Noord-Brabant,Taurus,O+,236.3,107.4,"5' 6""",168,male
Alkmaar,NH,Noord-Holland,Aries,B+,142.6,64.8,"5' 0""",153,female
Landgraaf,LI,Limburg,Cancer,O+,220.7,100.3,"5' 7""",170,male
Maastricht,LI,Limburg,Taurus,B+,136.4,62,"5' 4""",163,male
Oosterhout,NB,Noord-Brabant,Aquarius,O+,151.4,68.8,"5' 7""",170,male
Doetinchem,GE,Gelderland,Aries,A-,185.7,84.4,"5' 8""",173,male
Den Haag,ZH,Zuid-Holland,Scorpio,AB+,122.3,55.6,"5' 1""",156,female
Den Haag,ZH,Zuid-Holland,Leo,B+,179.5,81.6,"5' 7""",171,female
Ruinen,DR,Drenthe,Capricorn,A-,144.3,65.6,"5' 4""",162,female
Amsterdam,NH,Noord-Holland,Gemini,B+,163.7,74.4,"5' 9""",174,male
Alphen aan den Rijn,ZH,Zuid-Holland,Taurus,A+,236.9,107.7,"5' 9""",175,male
Tilburg,NB,Noord-Brabant,Pisces,A+,110,50,"5' 8""",172,female
Voerendaal,LI,Limburg,Sagittarius,O-,172.7,78.5,"5' 6""",168,female
Sint Maarten,NH,Noord-Holland,Gemini,O-,208.8,94.9,"5' 7""",170,female
Ysselsteyn,LI,Limburg,Capricorn,O+,180.6,82.1,"5' 1""",156,female
Gendt,GE,Gelderland,Pisces,O+,181.3,82.4,"5' 6""",167,male
Vriezenveen,OV,Overijssel,Cancer,B+,232.1,105.5,"5' 2""",158,female
Amsterdam,NH,Noord-Holland,Leo,B+,256.7,116.7,"5' 11""",180,male
Ermelo,GE,Gelderland,Sagittarius,O+,211.2,96,"5' 4""",162,female
Katwijk,ZH,Zuid-Holland,Leo,A+,192.1,87.3,"5' 11""",180,male
Vlaardingen,ZH,Zuid-Holland,Aries,A-,227.5,103.4,"5' 10""",177,male
Den Haag,ZH,Zuid-Holland,Taurus,B+,187.7,85.3,"5' 10""",178,male
Leiden,ZH,Zuid-Holland,Aquarius,O+,149.6,68,"5' 6""",167,female
Tzummarum,FR,Friesland,Pisces,A+,184.8,84,"5' 9""",175,male
Mill,NB,Noord-Brabant,Scorpio,B+,189.2,86,"5' 0""",153,female
Hilversum,NH,Noord-Holland,Sagittarius,A+,195.8,89,"6' 1""",185,male
Rutten,FL,Flevoland,Capricorn,O+,194.9,88.6,"5' 11""",180,male
Leek,GR,Groningen,Taurus,O+,148.9,67.7,"5' 11""",181,male
Apeldoorn,GE,Gelderland,Aries,O+,155.8,70.8,"5' 7""",170,male
Alkmaar,NH,Noord-Holland,Scorpio,B+,239.4,108.8,"5' 7""",169,male
Nieuwland,ZH,Zuid-Holland,Capricorn,O+,200,90.9,"5' 1""",154,female
Den Haag,ZH,Zuid-Holland,Scorpio,O+,191.4,87,"5' 10""",177,male
Helmond,NB,Noord-Brabant,Scorpio,A+,200.4,91.1,"5' 3""",161,female
Markelo,OV,Overijssel,Virgo,A+,191,86.8,"5' 5""",165,female
Luttelgeest,FL,Flevoland,Cancer,B+,134.2,61,"5' 3""",161,female
Waddinxveen,ZH,Zuid-Holland,Gemini,B+,211.2,96,"5' 4""",163,female
Geertruidenberg,NB,Noord-Brabant,Scorpio,B+,175.6,79.8,"5' 11""",181,male
Hengelo,OV,Overijssel,Sagittarius,A+,138.4,62.9,"5' 7""",170,male
Roelofarendsveen,ZH,Zuid-Holland,Aquarius,A+,221.5,100.7,"5' 7""",171,female
Apeldoorn,GE,Gelderland,Aquarius,A+,146.1,66.4,"5' 3""",159,female
Eindhoven,NB,Noord-Brabant,Aries,O+,216,98.2,"6' 1""",186,male
Amsterdam,NH,Noord-Holland,Aries,A+,221.8,100.8,"5' 6""",167,female
Gorinchem,ZH,Zuid-Holland,Gemini,O+,145.2,66,"5' 11""",180,male
Gorinchem,ZH,Zuid-Holland,Pisces,B+,143.2,65.1,"5' 7""",169,female
Ee,FR,Friesland,Pisces,B+,170.3,77.4,"5' 3""",161,female
Oude Pekela,GR,Groningen,Aquarius,O-,218,99.1,"5' 8""",173,male
Middelburg,ZE,Zeeland,Aries,AB+,144.3,65.6,"5' 7""",170,female
Nieuwerkerk,ZE,Zeeland,Capricorn,O-,219.3,99.7,"5' 9""",174,male
Krommenie,NH,Noord-Holland,Virgo,O+,219.1,99.6,"5' 2""",157,female
Voorburg,ZH,Zuid-Holland,Gemini,O+,195.4,88.8,"5' 5""",165,male
Nootdorp,ZH,Zuid-Holland,Aries,O+,150.3,68.3,"5' 1""",156,female
Hengelo,OV,Overijssel,Taurus,A+,156.4,71.1,"5' 6""",167,male
Amsterdam,NH,Noord-Holland,Aries,B+,127.2,57.8,"5' 2""",158,female
Breda,NB,Noord-Brabant,Sagittarius,A+,134.2,61,"5' 3""",160,female
Harskamp,GE,Gelderland,Libra,O+,216.9,98.6,"5' 3""",159,female
Delft,ZH,Zuid-Holland,Capricorn,B+,114.8,52.2,"5' 6""",167,female
Zwijndrecht,ZH,Zuid-Holland,Virgo,O+,224.6,102.1,"5' 6""",167,male
Hengelo,OV,Overijssel,Aquarius,A+,155.3,70.6,"6' 2""",187,male
Siebengewald,LI,Limburg,Sagittarius,O+,172.7,78.5,"5' 10""",177,male
Amsterdam,NH,Noord-Holland,Gemini,O+,231.4,105.2,"6' 1""",185,male
Den Haag,ZH,Zuid-Holland,Scorpio,B+,121.7,55.3,"5' 1""",156,female
Den Haag,ZH,Zuid-Holland,Leo,O+,165.9,75.4,"5' 3""",159,female
Heinenoord,ZH,Zuid-Holland,Cancer,AB+,181.5,82.5,"5' 6""",167,male
Alphen aan den Rijn,ZH,Zuid-Holland,Taurus,O+,238.9,108.6,"5' 9""",176,male
Gouda,ZH,Zuid-Holland,Cancer,O-,171.8,78.1,"5' 10""",178,male
Kudelstaart,NH,Noord-Holland,Libra,O+,209,95,"6' 3""",190,male
Wijchen,GE,Gelderland,Virgo,AB+,181.5,82.5,"5' 9""",175,male
Amsterdam,NH,Noord-Holland,Scorpio,B+,142.8,64.9,"5' 8""",173,male
Opheusden,GE,Gelderland,Sagittarius,O+,199.1,90.5,"5' 9""",175,male
Deventer,OV,Overijssel,Capricorn,A-,197.1,89.6,"6' 2""",188,male
Den Haag,ZH,Zuid-Holland,Taurus,O+,114,51.8,"5' 7""",171,female
Breda,NB,Noord-Brabant,Leo,B+,146.3,66.5,"5' 9""",174,female
Hezingen,OV,Overijssel,Scorpio,O-,189.9,86.3,"5' 6""",168,male
Eindhoven,NB,Noord-Brabant,Libra,A+,178.2,81,"5' 7""",169,male
Oudemolen,NB,Noord-Brabant,Aries,O+,215.8,98.1,"6' 2""",188,male
Barendrecht,ZH,Zuid-Holland,Aquarius,B+,222.2,101,"5' 9""",174,female
Landsmeer,NH,Noord-Holland,Capricorn,A+,221.8,100.8,"5' 10""",177,male
Heerenveen,FR,Friesland,Leo,A+,203.7,92.6,"5' 7""",171,male
Papendrecht,ZH,Zuid-Holland,Virgo,A+,181.5,82.5,"5' 5""",166,male
Nijmegen,GE,Gelderland,Cancer,B+,185.9,84.5,"5' 9""",174,male
